1.27946, -0.01776, -2.18308
-0.083879, 1.87301, 0.483646
3.92286, -0.5856, -0.056451
-1.15675, -0.851684, 1.83523
1.19298, 0.993788, 2.30124
0.935925, -2.22156, 0.265009
2.66353, -2.87466, 2.87934
-0.271155, -2.13516, 3.11703
2.71182, -0.45959, 1.62752
1.59928, -1.32458, -0.187714
1.47156, 0.109537, 3.09799
0.965012, -0.702446, -1.19409
2.27007, -1.48076, 1.88775
0.828058, -0.985257, -1.03922
1.0854, -0.709974, -1.30871
0.825006, -1.33332, 1.88564
1.94607, -1.26556, 1.56643
2.73674, -1.22346, 0.910257
1.05782, -0.438664, 1.06064
1.66397, -1.30549, -2.71669
1.16596, -1.33136, -2.03027
2.16893, -2.23699, -0.241443
0.960116, -1.31317, -0.885523
0.619034, -1.86028, 0.272523
0.997536, -2.60607, -2.85246
2.92973, 0.731754, 2.56529
1.55985, 1.98669, 2.74043
3.33051, 0.334291, 1.72146
2.77295, 0.474719, 2.2323
2.61829, 1.10101, -2.10575
1.63409, 1.28364, -0.421771
1.57412, 0.167642, 3.10247
2.41364, -1.56809, -0.867171
1.61499, 1.23289, -0.750444
2.91081, 1.09532, -0.259248
2.43706, 1.5209, -0.678158
0.667454, 0.760912, -0.190546
0.579656, -0.040645, 1.81613
2.52607, 1.70272, 0.215626
0.484178, -0.017389, 3.09428
2.96726, 0.040114, 2.53975
0.840495, 1.16924, -3.02118
2.92394, 0.204104, -2.13268
1.92367, 1.02734, 0.058736
1.99129, -0.870933, 0.95055
0.555147, 1.16701, 1.46672
1.36751, 1.35142, -0.828857
1.29657, 0.216478, 1.03061
3.70343, -0.199009, 0.381896
3.83176, 1.84155, 0.543544
-0.477924, 0.428106, -0.635546
0.769743, -0.558201, 1.8053
1.32566, -1.29722, 2.83114
-1.56008, 1.24786, -2.91278
3.51707, 0.003662, -2.54834
1.67128, -0.863618, 2.48962
3.1253, -0.654321, 2.13588
2.32408, 0.513545, -0.098137
1.20888, 1.43246, 0.039217
3.32569, 0.4683, -0.347686
3.0457, 1.42488, -0.150445
4.20882, 2.10141, 1.79834
3.80522, 1.33194, -0.091267
7.83987, 3.15568, 1.25464
7.10709, 2.83127, 1.95257
2.93343, 1.08743, -1.4857
7.61778, 2.9426, 0.606931
3.81304, 1.15982, -1.77593
6.20965, 2.42677, 1.59973
3.68339, 1.98248, 0.324298
3.83258, 1.92031, -3.07484
6.82014, 2.36878, 3.08018
6.0867, 2.17887, -0.50372
2.70748, 1.92303, 0.093055
3.82304, 1.9578, -0.384419
5.34841, 2.06624, 1.23844
5.13662, 2.49275, -1.92904
4.33632, 2.29413, -0.250219
7.62375, 3.73834, 0.743538
5.02602, 2.35857, -0.198336
3.98605, 2.2574, 3.03551
4.25887, 2.62497, -1.42977
7.17979, 3.6629, -0.018735
4.98969, 2.29161, 1.3844
6.27553, 2.87868, -2.39529
7.27406, 2.47454, -0.755831
6.294, 2.45128, -1.26894
6.53171, 3.01439, 0.250431
6.85842, 1.85461, 2.63198
6.73133, 2.71096, -2.59675
7.32153, 2.28467, 1.01015
7.44823, 4.31162, -0.345239
6.18751, 2.88727, 0.979928
7.43211, 1.01091, -0.412456
7.42388, 4.2536, 2.71856
6.55796, 2.73478, 2.38537
6.52591, 2.17458, 2.84496
7.87923, 1.17675, -0.362044
6.60705, 2.95105, 0.516948
6.86383, 2.16812, 1.5378
6.18019, 2.72057, -1.08239
7.22621, 1.7152, -1.82748
7.38504, 1.91965, -3.09669
7.55103, 3.47553, 2.77966
6.96545, 1.80012, 0.11177
7.8105, 1.49333, 2.33753
7.48254, 3.43141, -0.954901
7.57392, 3.75101, -2.47358
5.06435, 2.58377, -2.13162
6.83014, 2.8984, -1.86714
7.58864, 1.41792, 2.79754
7.7027, 3.56432, -1.09303
7.38018, 1.25152, -1.42781
6.42396, 2.79067, 1.49597
7.61643, 2.76099, 1.15337
6.42609, 2.18701, 0.65493
6.41086, 4.05128, 0.004293
7.68943, 0.301825, -1.77248
7.08102, 5.1538, 1.34119
8.22356, -0.197178, -2.42259
7.41117, 8.51449, 2.02584
6.24486, 8.46607, -2.82176
7.48674, -1.55259, 0.386011
7.09947, -2.47324, -0.787847
6.99599, -3.32369, 1.8193
7.68927, 2.12251, 2.01244
6.66973, -1.84521, 1.5613
